UID        PID  PPID  C STIME TTY          TIME CMD
vili2    10248  9991  0 9月21 pts/24  00:00:16 /opt/google/chrome/chrome --type=renderer --field-trial-handle=8166109962723165540,8907608424217149466,131072 --service-pipe-token=322E2E89C880210CB431A416FF5DF0E5 --lang=en-US --enable-crash-reporter=119f5fd0-a1e3-461b-9893-eb2dc3daa95c, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true --enable-pinch --num-raster-threads=2 --enable-main-frame-before-activation --enable-gpu-async-worker-context --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --disable-accelerated-video-decode --service-request-channel-token=322E2E89C880210CB431A416FF5DF0E5 --renderer-client-id=14 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101,v8_snapshot_data:102
vili2    10265  9991  0 9月21 pts/24  00:00:14 /opt/google/chrome/chrome --type=renderer --field-trial-handle=8166109962723165540,8907608424217149466,131072 --service-pipe-token=C8BE265B30A251C79B855BCC1A82FA23 --lang=en-US --enable-crash-reporter=119f5fd0-a1e3-461b-9893-eb2dc3daa95c, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true --enable-pinch --num-raster-threads=2 --enable-main-frame-before-activation --enable-gpu-async-worker-context --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --disable-accelerated-video-decode --service-request-channel-token=C8BE265B30A251C79B855BCC1A82FA23 --renderer-client-id=16 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101,v8_snapshot_data:102
vili2    10268  9991  0 9月21 pts/24  00:00:14 /opt/google/chrome/chrome --type=renderer --field-trial-handle=8166109962723165540,8907608424217149466,131072 --service-pipe-token=E16106390EB4B3F95C1EA3C2A14FF2F5 --lang=en-US --enable-crash-reporter=119f5fd0-a1e3-461b-9893-eb2dc3daa95c, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true --enable-pinch --num-raster-threads=2 --enable-main-frame-before-activation --enable-gpu-async-worker-context --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --disable-accelerated-video-decode --service-request-channel-token=E16106390EB4B3F95C1EA3C2A14FF2F5 --renderer-client-id=17 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101,v8_snapshot_data:102
vili2    10390  9991  0 9月21 pts/24  00:00:16 /opt/google/chrome/chrome --type=renderer --field-trial-handle=8166109962723165540,8907608424217149466,131072 --service-pipe-token=189B7BF4765782A9F99E954F7DE1C556 --lang=en-US --enable-crash-reporter=119f5fd0-a1e3-461b-9893-eb2dc3daa95c, --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true --enable-pinch --num-raster-threads=2 --enable-main-frame-before-activation --enable-gpu-async-worker-context --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --disable-accelerated-video-decode --service-request-channel-token=189B7BF4765782A9F99E954F7DE1C556 --renderer-client-id=22 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101,v8_snapshot_data:102
vili2    10625  9991  1 9月21 pts/24  02:55:44 /opt/google/chrome/chrome --type=renderer --field-trial-handle=8166109962723165540,8907608424217149466,131072 --service-pipe-token=693FE987B60FDA6696C28403F6682474 --lang=en-US --enable-crash-reporter=119f5fd0-a1e3-461b-9893-eb2dc3daa95c, --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true --enable-pinch --num-raster-threads=2 --enable-main-frame-before-activation --enable-gpu-async-worker-context --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --disable-accelerated-video-decode --service-request-channel-token=693FE987B60FDA6696C28403F6682474 --renderer-client-id=32 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101,v8_snapshot_data:102
vili2    10661  9991  0 9月21 pts/24  00:00:14 /opt/google/chrome/chrome --type=renderer --field-trial-handle=8166109962723165540,8907608424217149466,131072 --service-pipe-token=37790D591FD7157DD02F9D2156EF08D9 --lang=en-US --enable-crash-reporter=119f5fd0-a1e3-461b-9893-eb2dc3daa95c, --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true --enable-pinch --num-raster-threads=2 --enable-main-frame-before-activation --enable-gpu-async-worker-context --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --disable-accelerated-video-decode --service-request-channel-token=37790D591FD7157DD02F9D2156EF08D9 --renderer-client-id=34 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101,v8_snapshot_data:102
vili2    11310  4240  0 9月25 pts/31  00:00:00 bash
vili2    11590  4240  0 9月25 pts/32  00:00:00 bash
vili2    12020  4240  0 9月27 pts/37  00:00:00 bash
vili2    12196  9782  0 9月21 pts/24  00:00:00 /usr/bin/python /usr/bin/ipython
vili2    12236  4240  0 9月21 pts/25  00:00:00 bash
vili2    12609  9991  0 9月27 pts/24  00:03:45 /opt/google/chrome/chrome --type=renderer --field-trial-handle=8166109962723165540,8907608424217149466,131072 --service-pipe-token=2B86B6779AF8CC8856F8F7FB10AACB21 --lang=en-US --enable-crash-reporter=119f5fd0-a1e3-461b-9893-eb2dc3daa95c, --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true --enable-pinch --num-raster-threads=2 --enable-main-frame-before-activation --enable-gpu-async-worker-context --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --disable-accelerated-video-decode --service-request-channel-token=2B86B6779AF8CC8856F8F7FB10AACB21 --renderer-client-id=7206 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101,v8_snapshot_data:102
vili2    13677  7893  0 9月20 ?       00:00:00 /bin/sh -c x-terminal-emulator -T "Bash" -e /bin/bash --login
vili2    13678 13677  0 9月20 ?       00:00:00 xterm -class UXTerm -title uxterm -u8 -T Bash -e /bin/bash --login
vili2    13683 13678  0 9月20 pts/1   00:00:00 /bin/bash --login
vili2    13847  7944  0 9月20 pts/0   00:00:00 sh run_talktobook.sh
root     14436  2618  0 9月26 ?       00:00:00 docker-containerd-shim e621bc1e972c81b85aa570627b3f75f4ac53ec6cb3003a2c10a347151bee38f8 /var/run/docker/libcontainerd/e621bc1e972c81b85aa570627b3f75f4ac53ec6cb3003a2c10a347151bee38f8 docker-runc
root     14453 14436  0 9月26 ?       00:00:00 /bin/bash
root     14524  2618  0 9月26 ?       00:00:00 docker-containerd-shim e621bc1e972c81b85aa570627b3f75f4ac53ec6cb3003a2c10a347151bee38f8 /var/run/docker/libcontainerd/e621bc1e972c81b85aa570627b3f75f4ac53ec6cb3003a2c10a347151bee38f8 docker-runc
root     14541 14524  0 9月26 pts/0   00:00:00 /bin/bash
vili2    15637 13847  0 9月22 pts/0   00:00:12 python talktobook.py --token=2eft3u7ljf0ialm6qdgt0e0328a66b
vili2    15644 15637  0 9月22 pts/0   00:00:03 chromedriver --port=34349
vili2    15652 15644  0 9月22 pts/0   00:45:46 /opt/google/chrome/chrome --no-sandbox --disable-background-networking --disable-client-side-phishing-detection --disable-default-apps --disable-hang-monitor --disable-popup-blocking --disable-prompt-on-repost --disable-sync --disable-web-resources --enable-automation --enable-logging --force-fieldtrials=SiteIsolationExtensions/Control --ignore-certificate-errors --load-extension=/tmp/.org.chromium.Chromium.qrC81W/internal --log-level=0 --metrics-recording-only --no-first-run --password-store=basic --remote-debugging-port=0 --test-type=webdriver --use-mock-keychain --user-data-dir=/tmp/.org.chromium.Chromium.k16oi3 data:,
vili2    15657 15652  0 9月22 pts/0   00:00:00 cat
vili2    15658 15652  0 9月22 pts/0   00:00:00 cat
vili2    15660 15652  0 9月22 pts/0   00:00:00 /opt/google/chrome/chrome --type=zygote --no-sandbox --enable-logging --log-level=0 --user-data-dir=/tmp/.org.chromium.Chromium.k16oi3
vili2    15661 15660  0 9月22 pts/0   00:00:00 /opt/google/chrome/nacl_helper --no-sandbox
vili2    15683 15652  0 9月22 pts/0   00:00:07 /opt/google/chrome/chrome --type=gpu-process --field-trial-handle=12761921196009655314,2656591885968932508,131072 --enable-logging --log-level=0 --no-sandbox --user-data-dir=/tmp/.org.chromium.Chromium.k16oi3 --gpu-preferences=KAAAAAAAAACAAACAAQAAAAAAAAAAAGAAEAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAA --user-data-dir=/tmp/.org.chromium.Chromium.k16oi3 --enable-logging --log-level=0 --service-request-channel-token=BEEC82781E32FEB107C562D3E10F2502
vili2    15764 15660  0 9月22 pts/0   00:00:11 /opt/google/chrome/chrome --type=renderer --enable-automation --enable-logging --log-level=0 --no-sandbox --test-type=webdriver --field-trial-handle=12761921196009655314,2656591885968932508,131072 --disable-gpu-compositing --service-pipe-token=9E8F173215163A9D95FB2889FD51883C --lang=en-US --user-data-dir=/tmp/.org.chromium.Chromium.k16oi3 --extension-process --disable-client-side-phishing-detection --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=9E8F173215163A9D95FB2889FD51883C --renderer-client-id=4 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vili2    15822 15660  0 9月22 pts/0   01:33:00 /opt/google/chrome/chrome --type=renderer --enable-automation --enable-logging --log-level=0 --no-sandbox --test-type=webdriver --field-trial-handle=12761921196009655314,2656591885968932508,131072 --disable-gpu-compositing --service-pipe-token=EC9E404AED81708030A68118230A3609 --lang=en-US --user-data-dir=/tmp/.org.chromium.Chromium.k16oi3 --disable-client-side-phishing-detection --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=EC9E404AED81708030A68118230A3609 --renderer-client-id=5 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
vili2    16525  4240  0 9月26 pts/33  00:00:00 bash
vili2    16536  4240  0 9月27 pts/42  00:00:00 bash
vili2    16964  4240  0 9月26 pts/34  00:00:00 bash
vili2    17224  3147  0 9月26 pts/34  00:00:06 ssh -x -a -oClearAllForwardings=yes -2 test@10.19.226.214 -s sftp
vili2    17226  3147  0 9月26 ?       00:00:04 sshfs test@10.19.226.214:/raid qa98_raid/
vili2    17683  3147  0 9月20 ?       00:00:00 /usr/lib/x86_64-linux-gnu/gconf/gconfd-2
vili2    18675  4240  0 9月25 pts/26  00:00:00 bash
vili2    19364  4240  0 9月26 pts/35  00:00:00 bash
vili2    19562  4240  0 9月27 pts/43  00:00:00 bash
vili2    19658 19364  0 9月26 pts/35  00:00:00 ssh test@10.19.189.198
vili2    20830  4240  0 9月27 pts/38  00:00:00 bash
debian-+ 21001     1  0 9月27 ?       00:01:36 /usr/bin/tor --defaults-torrc /usr/share/tor/tor-service-defaults-torrc -f /etc/tor/torrc --RunAsDaemon 0
vili2    21595  4240  0 9月28 pts/2   00:00:00 bash
vili2    21765 21595  0 9月28 pts/2   00:00:00 /usr/bin/python /usr/bin/ipython
vili2    22198  9991  0 9月28 pts/24  00:02:41 /opt/google/chrome/chrome --type=renderer --field-trial-handle=8166109962723165540,8907608424217149466,131072 --service-pipe-token=40F0349F891354295FFFC04B34A2F7B3 --lang=en-US --enable-crash-reporter=119f5fd0-a1e3-461b-9893-eb2dc3daa95c, --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true --enable-pinch --num-raster-threads=2 --enable-main-frame-before-activation --enable-gpu-async-worker-context --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --disable-accelerated-video-decode --service-request-channel-token=40F0349F891354295FFFC04B34A2F7B3 --renderer-client-id=8119 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101,v8_snapshot_data:102
